"Timestamp","LogName","Provider","Id","Level","Message"
"2026-04-23T11:09:57.2433108+02:00","System","Microsoft-Windows-DistributedCOM","10016","Avertissement","Les paramètres d’autorisation propres à l’application n’accordent pas l’autorisation Local Activation pour l’application serveur COM avec le CLSID {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54} et l’APPID {15C20B67-12E7-4BB6-92BB-7AFF07997402} au SID AzureAD\EmmanuelDesir de l’utilisateur (S-1-12-1-1413458046-1208383084-1660782267-3660212077) depuis l’adresse LocalHost (avec LRPC) s’exécutant dans le SID Non disponible du conteneur d’applications (Non disponible). Cette autorisation de sécurité peut être modifiée à l’aide de l’outil d’administration Services de composants."
